word,word_e
rakerwil,rakêrwil
rakjel,rakjêl
rakorév,rakorév
ramekin,ramêkin
rames,ramês
ramet,ramêt
rance,rancê
randek,randêk
ranggaren,ranggarên
rangket,rangkêt
rangsek,rangsêk
rangsel,rangsêl
ranjem,ranjêm
rankine,rankinê
ransel,ransêl
rantepao,rantêpao
raper,rapêr
raperda,rapêrda
rareh,rarêh
rasem,rasêm
rasialisme,rasialismê
rasionalisme,rasionalismê
rasisme,rasismê
raster,rastêr
rasterisasi,rastêrisasi
ratel,ratêl
ratengan,ratêngan
raweet,rawêet
rayek,rayêk
realisme,realismê
reba,rêba
rebab,rêbab
rebah,rêbah
rebak,rêbak
reban,rêban
rebana,rêbana
rebanan,rêbanan
rebang,rêbang
rebas,rêbas
rebat,rêbat
rebeken,rêbêkên
rebes,rêbês
rebewes,rebêwes
rebing,rêbing
rebo,rêbo
rebok,rêbok
rebon,rêbon
rebong,rêbong
rebu,rêbu
rebuk,rêbuk
rebung,rêbung
rebus,rêbus
rebut,rêbut
reca,rêca
recak,rêcak
receng,rêcêng
recep,rêcêp
recik,rêcik
recup,rêcup
reda,rêda
redah,rêdah
redak,rêdak
redaksi,rêdaksi
redaksional,rêdaksional
redaktur,rêdaktur
redam,rêdam
redang,rêdang
redap,rêdap
redas,rêdas
rede,redê
redih,rêdih
redik,rêdik
redite,rêdite
redpel,rêdpêl
reduksionisme,reduksionismê
reduktase,reduktasê
redum,rêdum
redup,rêdup
redut,rêdut
referat,refêrat
referen,refêren
referendaris,refêrendaris
referendum,refêrendum
referensi,refêrensi
referensial,refêrensial
reflektometer,reflektometêr
refluks,refluks
reforestasi,reforestasi
reformisme,reformismê
refraktometer,refraktometêr
refrigeran,refrigêran
refrigerasi,refrigêrasi
refrigerator,refrigêrator
regah,rêgah
regang,rêgang
regas,rêgas
regat,rêgat
regel,regêl
regen,rêgen
regenerasi,regenêrasi
regeng,rêgêng
reget,rêgêt
regimen,regimên
regionalisme,regionalismê
register,registêr
reglemen,reglêmen
reglementer,reglêmenter
regok,rêgok
regu,rêgu
reguk,rêguk
regup,rêgup
reintegrasi,reintêgrasi
reinterpretasi,reintêrprêtasi
reiterasi,reitêrasi
rejab,rêjab
rejah,rêjah
rejak,rêjak
rejam,rêjam
rejan,rêjan
rejang,rêjang
rejasa,rêjasa
rejeki,rêjêki
rejeng,rêjêng
rejuk,rêjuk
rejung,rêjung
rejuvenasi,rejuvênasi
rekaat,rêkaat
rekah,rêkah
rekam,rêkam
rekan,rêkan
rekanita,rêkanita
rekat,rêkat
rekata,rêkata
reken,rekên
rekening,rekêning
rekep,rêkêp
rekes,rêkes
reklame,reklamê
rekomitmen,rekomitmên
rekruter,rekrutêr
rekrutmen,rekrutmên
reksa,rêksa
reksadana,rêksadana
rektokel,rektokêl
rekung,rêkung
rekuperasi,rekupêrasi
relai,rêlai
relang,rêlang
relap,rêlap
relas,rêlas
relativisme,relativismê
relau,rêlau
relevan,relêvan
relevansi,relêvansi
reliabel,reliabêl
reluh,rêluh
reluk,rêluk
relung,rêlung
remah,rêmah
remai,rêmai
remaja,rêmaja
remak,rêmak
remang,rêmang
remas,rêmas
rematisme,rematismê
rembah,rêmbah
rembang,rêmbang
rembas,rêmbas
rembega,rêmbega
rembes,rembês
rembih,rêmbih
rembong,rêmbong
rembug,rêmbug
rembuk,rêmbuk
rembulan,rêmbulan
rembunai,rêmbunai
rembus,rêmbus
rembusai,rêmbusai
rembut,rêmbut
remedi,remêdi
remedial,remêdial
remediasi,remêdiasi
remek,rêmêk
remesek,rêmêsek
remet,rêmet
remiak,rêmiak
remineralisasi,reminêralisasi
remis,rêmis
remitènsi,rêmitènsi
remobilisasi,rêmobilisasi
remong,rêmong
rempa,rêmpa
rempah,rêmpah
rempak,rêmpak
rempan,rêmpan
rempela,rêmpêla
rempelas,rêmpêlas
rempelu,rêmpêlu
rempenai,rêmpênai
rempeyek,rêmpeyek
remping,rêmping
rempon,rêmpon
rempu,rêmpu
rempug,rêmpug
rempuh,rêmpuh
rempuk,rêmpuk
rempus,rêmpus
remujung,rêmujung
remuk,rêmuk
remunerasi,remunêrasi
remunggai,rêmunggai
remuni,rêmuni
remus,rêmus
rena,rêna
renah,rênah
renai,rênai
renang,rênang
renase,renasê
rencah,rêncah
rencak,rêncak
rencam,rêncam
rencana,rêncana
rencang,rêncang
rencat,rêncat
rencik,rêncik
rencis,rêncis
rendabel,rendabêl
rendah,rêndah
rendai,rêndai
rendak,rêndak
rendam,rêndam
rendang,rêndang
rendea,rêndêa
rendemen,rendêmen
render,rendêr
renderasi,rêndêrasi
rendu,rêndu
renduk,rênduk
renegoisasi,rênêgoisasi
renes,rênês
renet,renêt
rengah,rêngah
rengap,rêngap
rengas,rêngas
rengat,rêngat
rengeng,rêngêng
rengga,rêngga
renggadaian,rênggadaian
renggam,rênggam
renggan,rênggan
renggang,rênggang
renggat,rênggat
rengge,rêngge
renggenek,rênggênêk
rengget,rênggêt
rengginang,rêngginang
renggu,rênggu
renggut,rênggut
rengiat,rêngiat
rengit,rêngit
rengka,rêngka
rengkah,rêngkah
rengkam,rêngkam
rengkang,rêngkang
rengkap,rêngkap
rengkejing,rêngkêjing
rengkiang,rêngkiang
rengkit,rêngkit
rengkol,rêngkol
rengkudah,rêngkudah
rengkuh,rêngkuh
rengreng,rêngrêng
rengum,rêngum
rengus,rêngus
rengut,rêngut
renik,rênik
renja,rênja
renjana,rênjana
renjat,rênjat
renjatan,rênjatan
renjis,rênjis
renjisan,rênjisan
renjul,rênjul
renkas,rênkas
renkinang,rênkinang
renminbi,rênminbi
renoprotektif,rênoprotektif
renovaskular,rênovaskular
renso,rênso
renstra,rênstra
renta,rênta
rentah,rêntah
rentak,rêntak
rentaka,rêntaka
rentan,rêntan
rentang,rêntang
rentap,rêntap
rentas,rêntas
rente,rentê
renten,rentên
rentenir,rentênir
renti,rênti
rentijus,rêntijus
rentik,rêntik
rentis,rêntis
renumerasi,rênumêrasi
renung,rênung
renyah,rênyah
renyai,rênyai
renyam,rênyam
renyang,rênyang
renyap,rênyap
renyau,rênyau
renyek,rênyêk
renyem,rênyêm
renyok,rênyok
re.nyuk,rê.nyuk
renyuk,rênyuk
renyut,rênyut
reotropisme,reotropismê
réovirus,réovirus
repah,rêpah
repak,rêpak
repal,rêpal
repang,rêpang
reparatif,rêparatif
repas,rêpas
repatriat,rêpatriat
repe,rêpê
repèatabilitas,rêpèatabilitas
repeh,rêpeh
repelita,rêpêlita
reperda,rêpêrda
repertoar,repêrtoar
repertorium,repêrtorium
repeten,repêten
repetisi,repêtisi
repetitif,repêtitif
repetitor,repêtitor
repih,rêpih
repik,rêpik
repis,rêpis
replantasi,rêplantasi
replikase,replikasê
replikatif,rêplikatif
repok,rêpok
repolper,repolpêr
repong,rêpong
reportase,reportasê
reporter,reportêr
repose,rêposê
repratriasi,rêpratriasi
representasi,reprêsentasi
representasionalisme,representasionalismê
representatif,reprêsentatif
represtasi,rêprestasi
reprise,reprisê
repro,rêpro
reprobasi,rêprobasi
reprodusibilitas,rêprodusibilitas
repu,rêpu
republikanisme,republikanismê
repuh,rêpuh
repui,rêpui
repulsi,rêpulsi
repulsor,rêpulsor
repung,rêpung
reput,rêput
reputasional,rêputasional
requisitoir,rêquisitoir
requisitor,rêquisitor
rerak,rêrak
reramuan,rêramuan
rerangka,rêrangka
reranting,rêranting
reras,rêras
rerata,rêrata
rerataan,rêrataan
rerawen,rêrawên
rerempa,rêrêmpa
rerenggan,rêrênggan
rerep,rêrêp
rerie,rêrie
rerongkong,rêrongkong
rerugi,rêrugi
rerumpunan,rêrumpunan
rerung,rêrung
reruntuk,rêruntuk
resa,rêsa
resah,rêsah
resak,rêsak
resam,rêsam
resan,rêsan
resap,rêsap
reseb,rêsêb
resem,rêsêm
resentralisasi,rêsentralisasi
resep,rêsep
resepsi,rêsepsi
reseptakel,reseptakêl
reserse,rêsersê
resersir,rêsersir
resertifikasi,resêrtifikasi
reservasi,resêrvasi
reserve,rêservê
reservoir,rêservoir
resesus,resesus
resi,rêsi
residivisme,residivismê
resik,rêsik
resmі,rêsmі
resmi,rêsmi
resorsinol,rêsorsinol
respati,rêspati
resrespo,rêsrêspo
restu,rêstu
restung,rêstung
resu,rêsu
reta,rêta
retak,rêtak
retal,rêtal
retas,rêtas
retensi,rêtensi
retentivitas,rêtentivitas
retep,rêtêp
retih,rêtih
retikel,retikêl
retreatisme,retreatismê
rěhab,rěhab
rě.hang,rě.hang
rěma,rěma
rěmis,rěmis
rěncěm,rěncěm
rěnděk,rěnděk
reverberasi,revêrbêrasi
reversi,revêrsi
reversibel,revêrsibêl
reversibilitas,revêrsibilitas
revisionisme,revisionismê
revolver,revolvêr
rezeki,rêzêki
operasional,opêrasional
operasionalisasi,opêrasionalisasi
operatif,opêratif
operator,opêrator
operet,opêret
operkulum,opêrkulum
opisometer,opisometêr
opnaisel,opnaisêl
opname,opnamê
oportunisme,oportunismê
opseter,opsetêr
opsiner,opsinêr
optimisme,optimismê
orakel,orakêl
oralisme,oralismê
Oranjestad,Oranjêstad
oranye,oranyê
orde,ordê
order,ordêr
ordner,ordnêr
organisme,organismê
orgasme,orgasmê
orgel,orgêl
orientalisme,orientalismê
orifite,orifitê
ortaker,ortakêr
ortodentis,ortodêntis
oseanografer,oseanografêr
oselus,osêlus
oseointegrasi,oseointêgrasi
osikel,osikêl
osmometer,osmometêr
osmose,osmosê
osmotropisme,osmotropismê
ospek,ospêk
otojurnalisme,otojurnalismê
otomatisme,otomatismê
otonomisme,otonomismê
otoritarianisme,otoritarianismê
otoriterian,otoritêrian
ovaeva,ovaêva
oven,ovên
over,ovêr
overaktif,ovêraktif
overaktivitas,ovêraktivitas
overal,ovêral
overdiagnosis,ovêrdiagnosis
overdimensi,ovêrdimensi
overdispersi,ovêrdispêrsi
overdistensi,ovêrdistensi
overdosis,ovêrdosis
overeksploitasi,ovêreksploitasi
overekspresi,ovêrekspresi
overestimasi,ovêrestimasi
overgeneralisasi,ovêrgenêralisasi
overhidrasi,ovêrhidrasi
overkapasitas,ovêrkapasitas
overkompensasi,ovêrkompensasi
overkredit,ovêrkredit
overkriminalisasi,ovêrkriminalisasi
overkuota,ovêrkuota
overlimit,ovêrlimit
overpopulasi,ovêrpopulasi
overproduksi,ovêrproduksi
overprotektif,ovêrprotektif
oversimplifikasi,ovêrsimplifikasi
overste,ovêrstê
overstek,ovêrstek
overstimulasi,ovêrstimulasi
oversuplai,ovêrsuplai
overtonase,ovêrtonasê
overturisme,ovêrturismê
oviger,ovigêr
ovisme,ovismê
owé,owé
ozonizer,ozonizêr
ozonometer,ozonometêr
pacecu,pacêcu
pacek,pacêk
paceklik,pacêklik
pacepit,pacêpit
pacet,pacêt
paderi,padêri
paduweng,paduwêng
paedah,paêdah
paganisme,paganismê
pageblug,pagêblug
pagebluk,pagêbluk
pagelaran,pagêlaran
pagen,pagên
pageran,pagêran
pagerwesi,pagêrwesi
paget,pagêt
paheman,pahêman
pahter,pahtêr
paikem,paikêm
paiketan,paikêtan
pajalé,pajalé
pajegan,pajêgan
pajek,pajêk
pajeng,pajêng
pakelem,pakêlêm
pakeliran,pakêliran
pakelit,pakêlit
pakem,pakêm
paker,pakêr
paketih,pakêtih
pakimeter,pakimetêr
pakter,paktêr
palem,palêm
palende,palênde
palengek,palêngêk
palengkong,palêngkong
paleomagnetisme,paleomagnetismê
pales,palês
palesan,palêsan
palode,palodê
palpebra,palpêbra
palpiger,palpigêr
pamane,pamanê
pambeun,pambêun
pameget,pamêgêt
pamekasan,pamêkasan
pamelo,pamêlo
pamen,pamên
pamerajaan,pamêrajaan
pamper,pampêr
pancagelar,pancagelar
pancakembar,pancakêmbar
pancapersada,pancapêrsada
pancer,pancêr
pancurendang,pancurêndang
panebas,panêbas
panegar,panêgar
paneguh,panêguh
panekuk,panêkuk
panelmeter,panelmetêr
panembah,panêmbah
panembahan,panêmbahan
panembrama,panêmbrama
panenteisme,panenteismê
paneresan,panêrêsan
panewu,panêwu
pangabekti,pangabêkti
pangadereng,pangaderêng
pangalbet,pangalbêt
pangalem,pangalêm
pangatek,pangatêk
pangerupukan,pangêrupukan
panggel,panggêl
panggeng,panggêng
panglemek,panglêmêk
pangpet,pangpêt
pangsek,pangsêk
paningset,paningsêt
panitera,panitêra
panjek,panjêk
panjenengan,panjênêngan
panjer,panjêr
panpel,panpêl
pansel,pansêl
panselda,pansêlda
panselnas,pansêlnas
panser,pansêr
pansofisme,pansofismê
panspermia,panspêrmia
panteisme,panteismê
panter,pantêr
pantofel,pantofêl
pantomimer,pantomimêr
panyembrama,panyêmbrama
panyingen,panyingên
papaken,papakên
papakerma,papakêrma
papaverin,papavêrin
papera,papêra
pappeg,pappêg
papsel,papsêl
papteng,paptêng
paraatl,paraatl
parabel,parabêl
paraberkuda,parabêrkuda
parade,paradê
paradermal,paradêrmal
paradesma,paradêsma
paragaster,paragastêr
paragrafer,paragrafêr
parakeratosis,parakêratosis
paralelisme,paralelismê
paralimpiade,paralimpiadê
paralogisme,paralogismê
paramagnetisme,paramagnetismê
paramenembak,paramênembak
parameter,parametêr
paraplasme,paraplasmê
pararem,pararêm
pararenang,pararênang
parasepeda,parasêpeda
parasěně,parasěně
parasitemia,parasitêmia
parasitisme,parasitismê
paratag,paratag
parateater,parateatêr
paratipe,paratipê
paratrakeal,paratrakêal
paratuberkulosis,paratubêrkulosis
paraventrikel,paraventrikêl
pare,parê
parecah,parêcah
paredak,parêdak
paremak,parêmak
paremiografer,paremiografêr
parenkimal,parênkimal
parentifikasi,parêntifikasi
parikena,parikêna
parikesit,parikêsit
parjeji,parjêji
parkinsonisme,parkinsonismê
parlemen,parlêmen
parlementaria,parlêmentaria
parlementarisme,parlêmentarismê
parlementer,parlêmenter
parmesan,parmêsan
parokialisme,parokialismê
parsek,parsêk
parsel,parsêl
parser,parsêr
parsialisme,parsialismê
partenapogami,partenapogami
partikel,partikêl
partikelir,partikêlir
partikularisme,partikularismê
partisanisme,partisanismê
partner,partnêr
pasage,pasagê
pasase,pasasê
pascabedah,pascabêdah
pascabencana,pascabêncana
pascacedera,pascacêdêra
pascacerai,pascacêrai
pascafeminisme,pascafeminismê
pascagempa,pascagêmpa
pascaimpresionisme,pascaimpresionismê
pascakebakaran,pascakêbakaran
pascakebenaran,pascakêbênaran
pascakecelakaan,pascakêcêlakaan
pascakejadian,pascakêjadian
pascakekalahan,pascakêkalahan
pascakelahiran,pascakêlahiran
pascakeluar,pascakêluar
pascakematian,pascakêmatian
pascakemerdekaan,pascakêmêrdekaan
pascakenaikan,pascakênaikan
pascakerusuhan,pascakêrusuhan
pascalebaran,pascalêbaran
pascaledakan,pascalêdakan
pascaletusan,pascalêtusan
pascamaterialisme,pascamaterialismê
pascamelahirkan,pascamêlahirkan
pascamenopause,pascamenopausê
pascamodernisme,pascamodernismê
pascamortem,pascamortêm
pascaoperasi,pascaopêrasi
pascapelaksanaan,pascapêlaksanaan
pascapelantikan,pascapêlantikan
pascapelatihan,pascapêlatihan
pascapeledakan,pascapêlêdakan
pascapemilihan,pascapêmilihan
pascapemilu,pascapêmilu
pascapenangkapan,pascapênangkapan
pascapencoblosan,pascapêncoblosan
pascapenembakan,pascapênembakan
pascapenetapan,pascapênêtapan
pascapengumuman,pascapêngumuman
pascapenutupan,pascapênutupan
pascapenyerangan,pascapênyêrangan
pascaperang,pascapêrang
pascaperistiwa,pascapêristiwa
pascapersalinan,pascapêrsalinan
pascapertandingan,pascapêrtandingan
pascapertemuan,pascapêrtêmuan
pascarekaman,pascarêkaman
pascasembuh,pascasêmbuh
pascaserangan,pascasêrangan
pascastrukturalisme,pascastrukturalismê
pasemah,pasêmah
pasemon,pasêmon
pasepi,pasêpi
paser,pasêr
pasifisme,pasifismê
pasipers,pasipêrs
pasiter,pasitêr
pasivisme,pasivismê
pasonden,pasondên
pastéi,pastéi
pastĕr,pastĕr
pasteurèlosis,pastêurèlosis
pastiles,pastilês
pasurek,pasurêk
patapareng,pataparêng
patehan,patêhan
patek,patêk
patelah,patêlah
patelofemoral,patêlofemoral
patembayan,patêmbayan
patèntabilitas,patèntabilitas
pater,patêr
patera,patêra
pateram,patêram
paternal,patêrnal
paternalis,patêrnalis
paternalisme,patêrnalismê
paternalistik,patêrnalistik
paternalistis,patêrnalistis
paternitas,patêrnitas
paternoster,patêrnostêr
patet,patêt
patetan,patêtan
patiseri,patisêri
patomekanisme,patomekanismê
patotipe,patotipê
patriotisme,patriotismê
patronase,patronasê
paugeran,paugêran
pause,pausê
pawestren,pawêstren
pebatin,pêbatin
pebato,pêbato
pebinor,pêbinor
pecah,pêcah
pecak,pêcak
pecal,pêcal
pecalang,pêcalang
pecara,pêcara
pecari,pêcari
pecat,pêcat
pecaton,pêcaton
pecatsawed,pêcatsawêd
pecatu,pêcatu
pecel,pêcêl
peceng,pêceng
pecicap,pêcicap
pecicilan,pêcicilan
pecinan,pêcinan
pecotan,pêcotan
pecuk,pêcuk
pecundang,pêcundang
pecut,pêcut
peda,pêda
pedada,pêdada
pedadah,pêdadah
pedah,pêdah
pedak,pêdak
pedaka,pêdaka
pedal,pêdal
pedamaran,pêdamaran
pedana,pêdana
pedanda,pêdanda
pedang,pêdang
pedangan,pêdangan
pedanyangan,pêdanyangan
pedapa,pêdapa
pedar,pêdar
pedaringan,pêdaringan
pedas,pêdas
pedati,pêdati
pedawa,pêdawa
pedek,pêdêk
pedel,pedêl
pedena,pêdêna
pedendang,pêdêndang
pedepokan,pêdepokan
pedera,pêdêra
pedesan,pêdêsan
pedestrian,pêdestrian
pedet,pêdet
pedewakan,pêdewakan
pedi,pêdi
pedigre,pêdigre
pedih,pêdih
pedila,pêdila
pedimen,pêdimên
Pe.dir,Pê.dir
pedis,pêdis
pedisel,pêdisêl
pedok,pêdok
pedoman,pêdoman
pedometer,pedometêr
pedomorfisme,pedomorfismê
pedongkang,pêdongkang
pedotan,pêdotan
pedu,pêdu
peduduk,pêduduk
peduli,pêduli
pedunkel,pêdunkel
pedusi,pêdusi
pedut,pêdut
peferensi,pêfêrensi
pegagan,pêgagan
pegah,pêgah
pegajih,pêgajih
pegal,pêgal
pegan,pêgan
pegang,pêgang
pegar,pêgar
pegari,pêgari
pegas,pêgas
pegat,pêgat
pegawai,pêgawai
pegawam,pêgawam
peguam,pêguam
pegun,pêgun
peja,pêja
pejaan,pêjaan
pejajaran,pêjajaran
pejaka,pêjaka
pejal,pêjal
pejam,pêjam
pejamu,pêjamu
pejangkung,pêjangkung
pejatian,pêjatian
pejekit,pêjêkit
pejera,pêjêra
peji,pêji
peju,pêju
pekacahan,pêkacahan
pekah,pêkah
pekaja,pêkaja
pekak,pêkak
pekakak,pêkakak
pekal,pêkal
pekalongan,pêkalongan
pekam,pêkam
pekan,pêkan
pekanbaru,pêkanbaru
pekarang,pêkarang
pekas,pêkas
pekasam,pêkasam
pekaseh,pêkasêh
pekasih,pêkasih
pekasin,pêkasin
pekat,pêkat
pekatik,pêkatik
pekatu,pêkatu
pekatul,pêkatul
pekau,pêkau
pekawai,pêkawai
pekek,pêkek
pekelem,pêkêlêm
pekembar,pêkêmbar
pekeng,pêkêng
pekeras,pêkêras
pekerti,pêkêrti
pekik,pêkik
peking,pêking
pekir,pêkir
pekis,pêkis
pekiwan,pêkiwan
pekojan,pêkojan
pekong,pêkong
peksi,pêksi
pekso,pêkso
pèktinase,pèktinasê
peku,pêku
pekuk,pêkuk
pekulun,pêkulun
pekung,pêkung
pekur,pêkur
pelaben,pêlabên
pelabi,pêlabi
pelabot,pêlabot
pelabur,pêlabur
pelafal,pêlafal
pelaga,pêlaga
pelagas,pêlagas
pelagianisme,pelagianismê
pelagik,pêlagik
pelagis,pêlagis
pelagos,pêlagos
pelah,pêlah
pelahlar,pêlahlar
pelajo,pêlajo
pelak,pêlak
pelakor,pelakor
pelalah,pêlalah
pelalawan,pêlalawan
pelale,pêlale
pelambang,pêlambang
pelamin,pêlamin
pelampang,pêlampang
pelampias,pêlampias
pelampung,pêlampung
pelan,pêlan
pelana,pêlana
pelancar,pêlancar
pelanduk,pêlanduk
pelang,pêlang
pelangai,pêlangai
pelangar,pêlangar
pelanggi,pêlanggi
pelangi,pêlangi
pelangka,pêlangka
pelangke,pêlangke
pelangkem,pêlangkêm
pelangkin,pêlangkin
pelangkiran,pêlangkiran
pelangpang,pêlangpang
pelangsungan,pêlangsungan
pelanjuk,pêlanjuk
pelantar,pêlantar
pelantik,pêlantik
pelanting,pêlanting
pelapah,pêlapah
pelari,pêlari
pelas,pêlas
pelasah,pêlasah
pelasar,pêlasar
pelasik,pêlasik
pelaspas,pêlaspas
pelasuh,pêlasuh
pelat,pêlat
pelata,pêlata
pelatda,pêlatda
pelatnas,pêlatnas
pelatuk,pêlatuk
pelawa,pêlawa
pelawan,pêlawan
pelayangan,pêlayangan
pelayon,pêlayon
pelayu,pêlayu
pelbaya,pêlbaya
pelda,pêlda
peleang,pêleang
pelebat,pêlêbat
pelebaya,pêlêbaya
pelebegu,pêlêbêgu
pelecet,pêlecet
pelecing,pêlêcing
pelecok,pêlecok
peledang,pêlêdang
peleding,pêlêding
pelek,pelêk
pelekan,pêlêkan
pelekat,pêlekat
pelekok,pêlekok
pelekuk,pêlêkuk
pelemas,pêlêmas
pelembaya,pêlêmbaya
pelempai,pêlempai
pelempang,pêlêmpang
pelempap,pêlêmpap
pelen,pêlen
pelencit,pêlêncit
pelengak,pêlêngak
pelengan,pêlêngan
pelengketan,pêlengketan
pelengkung,pêlêngkung
pelengseng,pêlêngsêng
pelengsengan,pêlengsengan
pelengset,pêlengset
pelepah,pêlêpah
pelepes,pêlêpês
peles,pêles
pelesat,pêlêsat
peleset,pêleset
pelesir,pêlêsir
pelesit,pêlêsit
peletek,pêlêtek
peletik,pêlêtik
peleting,pêlêting
peleton,pêlêton
pelias,pêlias
peliasken,pêliaskên
pelicuk,pêlicuk
pelidah,pêlidah
pelidokan,pêlidokan
pelih,pêlih
pelihara,pêlihara
pelik,pêlik
pelikan,pêlikan
pelikel,pelikêl
pelilit,pêlilit
pelimpingan,pêlimpingan
pelinggam,pêlinggam
pelinggong,pêlinggong
pelingna,pêlingna
pelinteng,pêlintêng
pelintir,pêlintir
pelipat,pêlipat
pelipir,pêlipir
pelipis,pêlipis
pelir,pêlir
pelisir,pêlisir
pelisit,pêlisit
pelistrikan,pêlistrikan
pelit,pêlit
pelita,pêlita
peliti,pêliti
pelitur,pêlitur
peliyu,pêliyu
pelkeh,pêlkeh
pelleng,pêllêng
peloh,pêloh
pelojok,pêlojok
pelok,pêlok
pelokasian,pêlokasian
pelonco,pêlonco
pelong,pêlong
pelonggai,pêlonggai
pelongseng,pêlongseng
pelopak,pêlopak
pelopor,pêlopor
pelorot,pêlorot
pelosok,pêlosok
pelosot,pêlosot
pe.lo.tot,pê.lo.tot
pelotot,pêlotot
pelototi,pêlototi
pelsus,pêlsus
pelti,pêlti
peltu,pêltu
peluaian,pêluaian
peluang,pêluang
peluangan,pêluangan
peludan,pêludan
peluh,pêluh
peluit,pêluit
peluk,pêluk
pelukuten,pêlukutên
peluluk,pêluluk
pelulut,pêlulut
pelumpung,pêlumpung
monokel,monokêl
monokulturalisme,monokulturalismê
monolingualisme,monolingualismê
monomerik,monomêrik
monoseksisme,monoseksismê
monoseros,monosêros
monosilabel,monosilabêl
monosilabisme,monosilabismê
monoteisme,monoteismê
monoterapi,monotêrapi
monotipe,monotipê
monster,monstêr
monstera,monstêra
montase,montasê
montero,montêro
mopela,mopêla
moralisme,moralismê
morel,morêl
mores,morês
morfisme,morfismê
morfotaktik,morfotaktik
mormonisme,mormonismê
moroseneng,morosênêng
morse,morsê
mortem,mortêm
mosaikisme,mosaikismê
moster,mostêr
mubes,mubês
mukena,mukêna
mukenah,mukênah
muker,mukêr
mukercab,mukêrcab
mukerda,mukêrda
mukernas,mukêrnas
mukerwil,mukêrwil
mukokel,mukokêl
mukopurulen,mukopurulên
mules,mulês
mulet,mulêt
multifase,multifasê
multigenerasi,multigênêrasi
multigraf,multigraf
multijendela,multijêndela
multikulturalisme,multikulturalismê
multilabel,multilabêl
multilateral,multilatêral
multilateralisme,multilatêralismê
multilevel,multilevêl
multilingualisme,multilingualismê
multiliterasi,multilitêrasi
multimesta,multimêsta
multimeter,multimetêr
multimetode,multimetodê
multimineral,multiminêral
multimode,multimodê
multinegara,multinêgara
multioperator,multiopêrator
multiorgasme,multiorgasmê
multiparasitisme,multiparasitismê
multipel,multipêl
multipengguna,multipêngguna
multiperangkat,multipêrangkat
multipersepsi,multipêrsepsi
multiplekser,multipleksêr
multirasialisme,multirasialismê
multirèligi,multirèligi
multisegmen,multisêgmên
multisemesta,multisêmêsta
multisensorik,multisênsorik
multisensoris,multisênsoris
multisentuh,multisêntuh
multiserver,multisêrvêr
multisistem,multisistêm
multispesialis,multispêsialis
multistrategi,multistratêgi
multisumber,multisumbêr
multisuplemen,multisuplêmên
multitalen,multitalên
multiteisme,multiteismê
multiterminal,multitêrminal
multivariabel,multivariabêl
multiversi,multivêrsi
multivolume,multivolumê
mumet,mumêt
mungkiren,mungkirên
munter,muntêr
mupel,mupêl
murak,murak
murce,murcê
mureng,murêng
murmer,murmêr
musaisme,musaismê
musilase,musilasê
musker,muskêr
muskercab,muskêrcab
muskerwil,muskêrwil
musrebang,musrêbang
musrembang,musrêmbang
musrembangdes,musrêmbangdes
musren,musrên
musrenbang,musrênbang
musrenbangcam,musrênbangcam
musrenbangda,musrênbangda
musrenbangdes,musrênbangdes
musrenbangkab,musrênbangkab
musrenbangkel,musrênbangkêl
musrenbangnas,musrênbangnas
musrenbangwil,musrênbangwil
mutamerisme,mutamerismê
mutatisme,mutatismê
mutisme,mutismê
mutualisme,mutualismê
muwel,muwêl
muyeg,muyêg
nabe,nabê
naber,nabêr
nabet,nabêt
nade,nade
naderan,nadêran
Nagarakertagama,Nagarakêrtagama
najen,najên
naker,nakêr
nakes,nakês
namberek,nambêrêk
nampes,nampês
nangkeb,nangkêb
nanoampere,nanoamperê
nanodetik,nanodêtik
nanofiber,nanofibêr
nanometer,nanometêr
nanopartikel,nanopartikêl
narasumber,narasumbêr
naratetama,naratêtama
narestu,narêstu
narkose,narkosê
narsisisme,narsisismê
nasbung,nasbung
Nasdem,Nasdêm
nasel,nasêl
nasionalisme,nasionalismê
nasionisme,nasionismê
natalisme,natalismê
nativisme,nativismê
natokinase,natokinasê
naturalisme,naturalismê
nayӗm,nayӗm
naziisme,naziismê
ndaleman,ndalêman
ndelis,ndêlis
ndoroisme,ndoroismê
ndrene,ndrênê
ndrengendrenge,ndrêngêndrêngê
nebas,nêbas
nebat,nêbat
nebo,nêbo
nebu,nêbu
nebulizer,nebulizêr
necek,nêcêk
neces,necês
nedak,nêdak
nedas,nêdas
nederlan,nedêrlan
nedok,nêdok
neem,neêm
nefelometer,nefelometêr
negara,nêgara
Negarakertagama,Nêgarakêrtagama
negarawan,nêgarawan
negarawati,nêgarawati
negari,nêgari
negativisme,negativismê
neger,negêr
negeri,nêgêri
negri,nêgri
nek,nêk
neka,nêka
nekara,nêkara
nekek,nêkek
nekel,nekêl
nekep,nêkêp
neket,nekêt
neketafan,nêkêtafan
neladung,nêladung
nelak,nêlak
nelalap,nêlalap
nelangsa,nêlangsa
nelasih,nêlasih
nelayan,nêlayan
neliti,nêliti
nemoek,nêmoek
nempih,nêmpih
nempil,nêmpil
nempui,nêmpui
nempuk,nêmpuk
nenar,nênar
nenas,nênas
nengalong,nêngalong
nengget,nênggêt
nengkoi,nêngkoi
nengkuba,nêngkuba
neniun,nêniun
nenrong,nênrong
nenting,nênting
nenuk,nênuk
neodarwinisme,neodarwinismê
neofeodalisme,neofeodalismê
neoimperialisme,neoimperialismê
